timeframe,time,open,high,low,close,volume
1D,2010-01-04T00:00:00,1865.5,1889.0,1865.5,1886.75,205157.0
1D,2010-01-05T00:00:00,1886.5,1890.25,1876.0,1885.25,208698.0
1D,2010-01-06T00:00:00,1885.25,1891.75,1872.25,1878.5,261274.0
1D,2010-01-07T00:00:00,1877.75,1880.5,1865.75,1877.5,241321.0
1D,2010-01-08T00:00:00,1877.5,1892.5,1865.0,1890.0,268934.0
1D,2010-01-11T00:00:00,1892.25,1900.0,1874.25,1883.5,244841.0
1D,2010-01-12T00:00:00,1882.0,1883.75,1850.0,1865.5,328565.0
1D,2010-01-13T00:00:00,1866.0,1889.5,1853.25,1882.5,315109.0
1D,2010-01-14T00:00:00,1882.25,1890.25,1876.0,1888.25,206040.0
1D,2010-01-15T00:00:00,1893.0,1894.0,1854.75,1862.25,345081.0
1D,2010-01-19T00:00:00,1861.75,1895.75,1857.5,1889.75,333010.0
1D,2010-01-20T00:00:00,1889.25,1892.25,1845.5,1867.0,403528.0
1D,2010-01-21T00:00:00,1867.75,1883.5,1838.75,1841.0,501308.0
1D,2010-01-22T00:00:00,1841.25,1849.25,1789.5,1797.75,527630.0
1D,2010-01-25T00:00:00,1794.75,1811.75,1792.5,1798.5,340316.0
1D,2010-01-26T00:00:00,1809.75,1823.75,1783.75,1796.5,419117.0
1D,2010-01-27T00:00:00,1798.75,1821.5,1787.75,1809.0,443906.0
1D,2010-01-28T00:00:00,1807.5,1820.0,1759.25,1770.5,570517.0
1D,2010-01-29T00:00:00,1777.75,1789.25,1731.75,1739.25,538161.0
1D,2010-02-01T00:00:00,1740.0,1758.25,1737.0,1755.75,344059.0
1D,2010-02-02T00:00:00,1756.25,1778.0,1747.75,1769.0,331528.0
1D,2010-02-03T00:00:00,1769.0,1786.5,1763.5,1785.5,315040.0
1D,2010-02-04T00:00:00,1784.5,1792.0,1731.5,1734.75,483901.0
1D,2010-02-05T00:00:00,1734.0,1747.75,1710.75,1745.0,556768.0
1D,2010-02-08T00:00:00,1747.25,1753.75,1730.5,1734.5,295062.0
1D,2010-02-09T00:00:00,1734.0,1767.25,1732.0,1752.0,380797.0
1D,2010-02-10T00:00:00,1752.5,1762.75,1736.0,1744.75,296949.0
1D,2010-02-11T00:00:00,1744.5,1778.75,1736.75,1775.5,339083.0
1D,2010-02-12T00:00:00,1773.25,1783.5,1754.0,1783.25,328637.0
1D,2010-02-16T00:00:00,1781.5,1801.5,1775.25,1799.25,259717.0
1D,2010-02-17T00:00:00,1799.25,1812.5,1797.5,1811.75,238098.0
1D,2010-02-18T00:00:00,1812.0,1824.75,1804.75,1820.75,268313.0
1D,2010-02-19T00:00:00,1819.25,1830.0,1801.0,1819.25,281740.0
1D,2010-02-22T00:00:00,1818.75,1833.0,1810.25,1821.0,226172.0
1D,2010-02-23T00:00:00,1819.75,1829.0,1785.25,1801.0,348962.0
1D,2010-02-24T00:00:00,1799.5,1819.75,1796.5,1814.0,299224.0
1D,2010-02-25T00:00:00,1813.0,1816.0,1780.5,1813.5,353568.0
1D,2010-02-26T00:00:00,1813.0,1822.25,1803.5,1818.5,223029.0
1D,2010-03-01T00:00:00,1821.25,1848.5,1821.25,1842.75,257074.0
1D,2010-03-02T00:00:00,1842.75,1862.25,1842.5,1852.25,248834.0
1D,2010-03-03T00:00:00,1851.0,1861.25,1845.75,1852.0,216095.0
1D,2010-03-04T00:00:00,1851.25,1860.75,1844.25,1859.75,197677.0
1D,2010-03-05T00:00:00,1858.75,1889.5,1857.0,1885.5,287880.0
1D,2010-03-08T00:00:00,1884.0,1894.75,1883.25,1888.25,198595.0
1D,2010-03-09T00:00:00,1888.0,1912.0,1881.0,1901.25,332075.0
1D,2010-03-10T00:00:00,1901.5,1921.25,1900.0,1918.75,321409.0
1D,2010-03-11T00:00:00,1917.5,1926.75,1909.25,1925.25,217905.0
1D,2010-03-12T00:00:00,1926.0,1935.25,1916.5,1926.75,75098.0
1D,2010-03-15T00:00:00,1924.5,1927.75,1906.5,1919.5,95292.0
1D,2010-03-16T00:00:00,1921.25,1934.5,1919.0,1931.0,71010.0
1D,2010-03-17T00:00:00,1930.25,1946.25,1929.75,1936.5,54810.0
1D,2010-03-18T00:00:00,1936.0,1945.5,1931.75,1944.5,35228.0
1D,2010-03-19T00:00:00,1944.5,1952.0,1941.5,1955.829956,295754.0
1D,2010-03-22T00:00:00,1924.25,1954.25,1919.0,1948.5,282045.0
1D,2010-03-23T00:00:00,1948.0,1962.0,1940.5,1962.25,218369.0
1D,2010-03-24T00:00:00,1961.0,1962.0,1946.0,1951.5,232925.0
1D,2010-03-25T00:00:00,1951.0,1974.25,1945.75,1949.5,301151.0
1D,2010-03-26T00:00:00,1949.0,1963.0,1939.25,1951.75,287784.0
1D,2010-03-29T00:00:00,1952.0,1966.25,1951.75,1960.25,220198.0
1D,2010-03-30T00:00:00,1959.5,1972.0,1952.25,1965.5,230740.0
1D,2010-03-31T00:00:00,1964.5,1967.5,1952.5,1955.75,232540.0
1D,2010-04-01T00:00:00,1955.75,1977.25,1940.75,1952.0,309482.0
1D,2010-04-05T00:00:00,1964.0,1978.75,1955.25,1973.5,200178.0
1D,2010-04-06T00:00:00,1973.0,1985.75,1965.25,1978.75,190613.0
1D,2010-04-07T00:00:00,1979.0,1984.5,1964.25,1975.0,259268.0
1D,2010-04-08T00:00:00,1974.0,1982.5,1959.25,1980.0,231684.0
1D,2010-04-09T00:00:00,1979.5,1992.75,1975.0,1992.0,190400.0
1D,2010-04-12T00:00:00,1995.0,2001.75,1987.75,1992.5,183339.0
1D,2010-04-13T00:00:00,1991.25,2004.0,1984.25,2001.25,228319.0
1D,2010-04-14T00:00:00,2009.75,2026.75,2006.75,2026.5,249031.0
1D,2010-04-15T00:00:00,2026.0,2037.75,2017.75,2034.75,251312.0
1D,2010-04-16T00:00:00,2033.0,2035.25,1997.75,2009.75,451415.0
1D,2010-04-19T00:00:00,2004.5,2016.5,1985.75,2013.0,338183.0
1D,2010-04-20T00:00:00,2011.75,2025.25,2007.0,2024.25,228510.0
1D,2010-04-21T00:00:00,2024.25,2040.5,2018.5,2025.5,308038.0
1D,2010-04-22T00:00:00,2021.0,2045.0,2000.5,2036.25,374013.0
1D,2010-04-23T00:00:00,2033.0,2053.5,2029.25,2053.0,289715.0
1D,2010-04-26T00:00:00,2050.0,2058.75,2043.0,2047.25,210352.0
1D,2010-04-27T00:00:00,2045.75,2050.5,1998.5,2008.75,436324.0
1D,2010-04-28T00:00:00,2008.75,2022.75,1989.5,2006.75,359035.0
1D,2010-04-29T00:00:00,2005.5,2044.0,2004.75,2041.0,294958.0
1D,2010-04-30T00:00:00,2041.0,2047.0,1998.0,1998.5,341920.0
1D,2010-05-03T00:00:00,2002.25,2038.0,1999.25,2027.0,256440.0
1D,2010-05-04T00:00:00,2026.0,2028.5,1952.25,1969.5,515322.0
1D,2010-05-05T00:00:00,1969.25,1972.0,1934.5,1958.5,401892.0
1D,2010-05-06T00:00:00,1958.0,1963.0,1730.25,1886.0,736165.0
1D,2010-05-07T00:00:00,1884.0,1909.25,1805.75,1848.5,710793.0
1D,2010-05-10T00:00:00,1873.75,1942.0,1872.25,1939.5,489875.0
1D,2010-05-11T00:00:00,1939.75,1965.0,1915.0,1935.25,373205.0
1D,2010-05-12T00:00:00,1934.75,1976.25,1917.0,1972.75,323983.0
1D,2010-05-13T00:00:00,1970.0,1981.5,1938.5,1947.25,329770.0
1D,2010-05-14T00:00:00,1945.0,1950.5,1883.0,1909.75,449745.0
1D,2010-05-17T00:00:00,1907.75,1919.5,1870.5,1913.5,363023.0
1D,2010-05-18T00:00:00,1912.25,1932.0,1876.75,1888.0,405003.0
1D,2010-05-19T00:00:00,1886.25,1893.75,1849.5,1868.25,435357.0
1D,2010-05-20T00:00:00,1867.75,1875.0,1794.0,1800.5,575943.0
1D,2010-05-21T00:00:00,1800.0,1834.0,1765.5,1819.25,514060.0
1D,2010-05-24T00:00:00,1821.25,1840.0,1796.0,1812.5,319255.0
1D,2010-05-25T00:00:00,1809.75,1819.5,1754.25,1815.5,425513.0
1D,2010-05-26T00:00:00,1814.5,1849.75,1788.75,1791.5,391061.0
